SOURCE: ISic000613-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Zr  K  6.232889e+02  1.10e+02  8.329e-05  
Rh  K  1.409434e+04  3.94e+03  0.003192  
Rh  L  3.245950e+02  8.48e+01  0.004696  
Pd  K  1.068114e+04  5.73e+02  0.002646  
Pd  L  6.224770e+02  9.69e+01  0.007071  
Sn  K  1.311378e+03  1.10e+02  0.0005801  
Ba  L  3.572243e+02  5.54e+01  0.0004351  
Au  L  2.873814e+02  5.82e+01  9.18e-05  
Hg  L  2.404664e+02  6.29e+01  7.3e-05  
Pb  L  2.919444e+03  1.48e+02  0.000763  

SOURCE: ISic001249-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.671063e+03  5.66e+01  0.08542  
Cl  K  2.774748e+02  4.99e+01  0.006436  
Ar  K  9.367653e+02  6.77e+01  0.01097  
K  K  1.351906e+03  5.55e+01  0.00746  
Ca  K  2.425616e+05  4.97e+02  0.694  
Sc  K  3.513012e+00  1.10e+02  6.02e-06  
Ti  K  6.627906e+01  3.37e+01  6.739e-05  
V  K  1.441774e+00  2.29e+01  9.092e-07  
Cr  K  7.241875e+01  1.89e+01  2.821e-05  
Mn  K  1.827372e+02  2.28e+01  4.718e-05  
Fe  K  2.541931e+03  5.48e+01  0.0004341  
Co  K  2.569372e+01  2.03e+01  3.124e-06  
Ni  K  1.358070e+01  2.69e+01  1.646e-06  
Cu  K  3.517650e+02  2.65e+01  6.464e-05  
Zn  K  3.536872e+02  2.77e+01  5.586e-05  
As  K  8.271090e-01  7.39e+01  2.445e-07  
Rb  K  5.040058e+02  7.74e+01  7.955e-05  
Sr  K  1.636431e+04  1.66e+02  0.00238  
Y  K  5.518464e+02  9.16e+01  7.533e-05  
Zr  K  8.462799e+02  1.13e+02  0.0001108  
Rh  K  1.282927e+04  3.91e+03  0.002845  
Rh  L  8.564837e+01  7.93e+01  0.001209  
Pd  K  1.048898e+04  5.67e+02  0.002544  
Pd  L  8.822235e+02  9.68e+01  0.009778  
Sn  K  1.205806e+03  1.08e+02  0.0005221  
Ba  L  5.111109e+02  5.67e+01  0.0006063  
Au  L  3.770461e+02  5.68e+01  0.0001205  
Hg  L  2.994524e+02  6.03e+01  8.929e-05  
Pb  L  1.196827e+03  1.32e+02  0.0003098  

SOURCE: ISic001250-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  5.482087e+02  4.48e+01  0.02898  
Cl  K  2.671627e+02  5.03e+01  0.006412  
Ar  K  9.388558e+02  6.68e+01  0.01138  
K  K  1.360928e+03  5.56e+01  0.007775  
Ca  K  2.335755e+05  4.88e+02  0.6919  
Sc  K  5.857107e+00  1.07e+02  1.039e-05  
Ti  K  1.077490e+02  3.11e+01  0.0001134  
V  K  5.442931e+00  2.22e+01  3.552e-06  
Cr  K  4.554579e+01  1.83e+01  1.835e-05  
Mn  K  2.128085e+02  2.43e+01  5.68e-05  
Fe  K  5.905154e+03  8.11e+01  0.001041  
Co  K  1.530871e+00  2.40e+01  1.919e-07  
Ni  K  6.440555e+01  2.98e+01  6.42e-06  
Cu  K  3.403304e+02  2.69e+01  6.104e-05  
Zn  K  1.247007e+03  4.25e+01  0.0001969  
As  K  4.258915e+02  9.48e+01  0.0001289  
Rb  K  2.925450e+02  7.35e+01  4.738e-05  
Sr  K  1.995745e+04  1.76e+02  0.00298  
Y  K  5.225442e+02  8.94e+01  7.326e-05  
Zr  K  7.448484e+02  1.12e+02  0.0001002  
Rh  K  1.555973e+04  3.72e+03  0.003549  
Rh  L  3.028609e+01  7.98e+01  0.0004413  
Pd  K  1.023375e+04  5.42e+02  0.002553  
Pd  L  8.328702e+02  9.54e+01  0.009529  
Sn  K  1.165857e+03  1.04e+02  0.0005195  
Ba  L  9.819927e+01  4.82e+01  0.0001204  
Au  L  1.317903e+02  5.57e+01  4.187e-05  
Hg  L  2.544090e+02  6.11e+01  7.769e-05  
Pb  L  4.797783e+03  1.55e+02  0.001255  

SOURCE: ISic001251-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  4.799484e+02  3.78e+01  0.02509  
Cl  K  1.769549e+02  4.05e+01  0.004199  
Ar  K  7.523840e+02  5.64e+01  0.00902  
K  K  1.242211e+03  4.92e+01  0.007017  
Ca  K  1.168460e+05  3.46e+02  0.3423  
Sc  K  1.179914e+02  8.18e+01  0.000207  
Ti  K  3.048215e+02  3.34e+01  0.0003172  
V  K  2.224452e+01  2.10e+01  1.435e-05  
Cr  K  5.054345e+01  1.62e+01  2.013e-05  
Mn  K  4.014986e+02  2.70e+01  0.0001059  
Fe  K  1.003813e+04  1.03e+02  0.00175  
Co  K  7.946234e+00  2.43e+01  9.85e-07  
Ni  K  6.839097e+01  2.34e+01  6.736e-06  
Cu  K  3.031894e+02  2.40e+01  5.376e-05  
